"Header1","Header2","Header3"
"additional chief engineer","monitoring of construction work","1"
"additional chief engineer","planning","1"
"additional chief engineer","planning and construction management of underground structures","1"
"additional chief engineer","supervision ","1"
"additional chief engineer","worked in planning and construction of temporary structures for hospital for covid treatment and normal treatment at large scale.","1"
"additional chief engineer","worked with land acquisition cases","1"
"additional chief engineer","worked with land diversion cases","1"
"additional commissioner of excise","adjudication ","1"
"additional commissioner of excise","augmenting efforts of the zone in capacity building","1"
"additional commissioner of excise","conduct of training programmes","1"
"additional commissioner of excise","daily monitoring of clearances","1"
"additional commissioner of excise","identifying training needs of audience","1"
"additional principal chief conservator of forests","advise the government","1"
"additional principal chief conservator of forests","formulate policies","1"
"additional principal chief conservator of forests","going to the field","1"
"additional principal chief conservator of forests","studying the reports","1"
"additional principal chief conservator of forests","trainer","1"
"administration assistant","quotes previous precedents by referring to existing rules.","1"
"administration assistant","staff","1"
"administrative officer grade iii"," removal of dead or migrated pensioners ","1"
"administrative officer grade iii","administrative work and role of ddo","1"
"administrative officer grade iii","new pension approval ","1"
"administrative officer grade iii","updation of details of existing pensioners","1"
"airworthiness officer"," surveillance and unplanned inspections of various organization.","1"
"airworthiness officer","conducting surveillance and spot checks","1"
"airworthiness officer","inspection of aircraft for the issuance of airworthiness review certificate. ","1"
"airworthiness officer","issue of ame and pilot licences","1"
"airworthiness officer","issue of organizational approval ","1"
"airworthiness officer","oversight of all activities related to aviation as per rules and regulations stipulated by goi ","1"
"assistant admin officer"," recruitment related correspondence","1"
"assistant admin officer","appropriation","1"
"assistant admin officer","audit","1"
"assistant admin officer","deputation cases","1"
"assistant admin officer","e-office","1"
"assistant admin officer","finance","1"
"assistant admin officer","house allotment ","1"
"assistant admin officer","it","1"
"assistant admin officer","ltc and leave encashment","1"
"assistant admin officer","maintain leave records and  updation of service books","1"
"assistant admin officer","pay fixation","1"
"assistant admin officer","preparation of pension papers","1"
"assistant admin officer","process the cases of assessment & promotion","1"
"assistant admin officer","rti replies","1"
"assistant admin officer","sanction orders for payment of electricity","1"
"assistant admin officer","software","1"
"assistant admin officer","tender","1"
"assistant collector","- supervision of public offices","1"
"assistant collector","administration of the sub division","1"
"assistant collector","judicial magistrate","1"
"assistant collector","law and order management","1"
"assistant collector","management of government projects","1"
"assistant collector","revenue court magistrate","1"
"assistant collector","tenders and procurement","1"
"assistant controller","computer science","1"
"assistant controller","education","1"
"assistant controller","intellecual property","1"
"assistant controller","ipr","1"
"assistant controller","patent","1"
"assistant controller","research","1"
"assistant controller","scrutiny of report of examiner on allowability of patent & design applications.","1"
"assistant controller","supervision of examiner of patents & designs","1"
"assistant controller","training of examiner of patents & designs","1"
"assistant director grade ii"," disseminating govt schemes to unemployed youth and motivate towards entrepreneurship","1"
"assistant director grade ii","assisting aspiring and existing entrepreneurs","1"
"assistant director grade ii","group exercise ","1"
"assistant director grade ii","leadership skill","1"
"assistant director grade ii","new technology","1"
"assistant director grade ii","preparing project profiles and industrial survey","1"
"assistant director of income tax"," rti","1"
"assistant director of income tax","closure of investigation","1"
"assistant director of income tax","conducting reic meetings","1"
"assistant director of income tax","deals with the informants","1"
"assistant director of income tax","enquiry work in the teps","1"
"assistant director of income tax","investigation","1"
"assistant director of income tax","keeping liaison with other departments like customs and central excise, enforcement directorate, revenue intelligence, economic offenses wing of state govt. , police, etc.","1"
"assistant director of income tax","office management","1"
"assistant director of income tax","pre-search enquiries and reconnaissance work","1"
"assistant director of income tax","preparation of appraisal report","1"
"assistant director of income tax","reopening of cases","1"
"assistant director of income tax","search","1"
"assistant director of income tax","search and seizures","1"
"assistant director of income tax","survey","1"
"assistant director of income tax","surveys u/s 133 a(1) and 133a(5)","1"
"assistant director of income tax","tax evasion petitions","1"
"assistant director of income tax","verification","1"
"assistant general manager","disseminate process related data","1"
"assistant general manager","draft amendment proposals for governing board","1"
"assistant general manager","learning and development","1"
"assistant private secretary"," socialmedia","1"
"assistant private secretary"," speech writing","1"
"assistant private secretary","best practices ","1"
"assistant private secretary","content ","1"
"assistant private secretary","governance ","1"
"assistant private secretary","parliament ","1"
"assistant private secretary","policy brief ","1"
"assistant private secretary","press relations","1"
"assistant private secretary","program ","1"
"assistant private secretary","research","1"
"assistant private secretary","speech ","1"
"assistant private secretary","talking point ","1"
"assistant programmer"," data analysis","1"
"assistant programmer","1. designing, conducting and managing ict training programmes undertaken by academy for various state government departments. ","1"
"assistant programmer","10. provide technical support for using gem portal, ifmis portal, tally software, rcvp online training management software, mp tender portal, e-office, e-leave, koha-library management software etc. ","1"
"assistant programmer","11. iso internal auditor for ati mp.","1"
"assistant programmer","12. course director and associate course director for ict related training programs organized by the academy. ","1"
"assistant programmer","13. provide technical support for conducting online training programs organized in the academy on various online software platforms.  ","1"
"assistant programmer","14. perform other ict related jobs as per the instructions of the oic, other senior officers, director and director general.  ","1"
"assistant programmer","2. work as computer faculty and coordination of all ict training programmes conducted at academy and prepares handouts and exercises for ict courses. ","1"
"assistant programmer","3. management and maintenance of all computer systems, computer peripherals and software's installed in academy. ","1"
"assistant programmer","4. management and maintenance of 4 modern computer labs. each lab equipped with 25 state of art all-in-one computer systems, printer, multimedia equipment's, internet connection  and projector. ","1"
"assistant programmer","5. system administrator responsibilities. ","1"
"assistant programmer","6. management and maintenance of local area network installed in academy.","1"
"assistant programmer","7. managing and updating of academy's website.","1"
"assistant programmer","8. management and maintenance of  internet connectivity through nkn as nodal officer. ","1"
"assistant programmer","9. provide technical support and involved in the process of preparation, conduction and management of  online examination portal.","1"
"assistant programmer","business analysis","1"
"assistant programmer","manual testing","1"
"assistant programmer","technical support","1"
"assistant programmer","training","1"
"assistant superintendent of police"," law","1"
"assistant superintendent of police","crime prevention ","1"
"assistant superintendent of police","criminology","1"
"assistant superintendent of police","cybercrime investigation","1"
"assistant superintendent of police","forensics","1"
"assistant superintendent of police","investigation","1"
"assistant superintendent of police","law and order","1"
"colonel","administer manapower for achieving desired results","1"
"colonel","analyse sustenance data of various equipments and generate advisories and policies for their effective utilisation","1"
"colonel","coordinates the codification work with office staff by liaisoning with stake holders","1"
"commissioner"," diplomacy","1"
"commissioner","africa","1"
"commissioner","finance","1"
"commissioner","interacting with stakeholders","1"
"commissioner","investigation","1"
"commissioner","management of the higher education and  technical education department in the state of telangana","1"
"commissioner","social media","1"
"commissioner","united nations","1"
"deputy chief mechanical engineer"," responsible for organizing various training courses for blw railway staff (mechanical & electrical deptt.) & act apprentices under 1961 act.","1"
"deputy chief mechanical engineer","1. in-house & outside institutional training for blw staff. ","1"
"deputy chief mechanical engineer","10. ttc regularly organizes seminar/talk/meeting in auditorium / seminar hall. ","1"
"deputy chief mechanical engineer","11. monitoring and controlling of ttc officer/staff, up-keep and maintenance of ttc infrastructure, procurement, controlling and functioning of ttc office. ","1"
"deputy chief mechanical engineer","2. initial training for newly recruited supervisors, artisans (rrb/promotions/cg)  ","1"
"deputy chief mechanical engineer","3. training for probationers and zonal railways supervisors and staff. ","1"
"deputy chief mechanical engineer","4. training of act. apprentices (non-iti &iti),degree & diploma engineers under act. apprentices. ","1"
"deputy chief mechanical engineer","5. vocational training for under graduate engineering & management students. ","1"
"deputy chief mechanical engineer","6. ‘kaushal vikas’ (pmkvy) training for local youth ","1"
"deputy chief mechanical engineer","7. coordination for institutional training of blw officers/supervisors/staff in out-side training institutions in india viz. a) ati-hyderabad & kanpur b) fti-bangalore c) siemens-bangalore d) iiw-kolkata etc. ","1"
"deputy chief mechanical engineer","8. in-charge of indian railways welding research institute, blw, varanasi. ","1"
"deputy chief mechanical engineer","9. organizing different modules of welding courses for blw, ner, ecr, er, cr & nfr welding professionals & co-ordination between regional welding institutes and welder qualification test as per iso:9606-1 of blw/zonal welders. ","1"
"deputy chief mechanical engineer","to  co ordinate for sale of locomotives with in india and outside","1"
"deputy chief of mission"," adminsitration","1"
"deputy chief of mission"," coordination","1"
"deputy chief of mission"," management","1"
"deputy chief of mission"," project management","1"
"deputy chief of mission","analysis","1"
"deputy chief of mission","commercial work","1"
"deputy chief of mission","communication","1"
"deputy chief of mission","coordination","1"
"deputy chief of mission","cultural work","1"
"deputy chief of mission","human resource development","1"
"deputy chief of mission","information and media","1"
"deputy chief of mission","management","1"
"deputy chief of mission","monitoring","1"
"deputy chief of mission","outreach","1"
"deputy chief of mission","political work","1"
"deputy chief of mission","promotion of bilateral relations","1"
"deputy chief of mission","supervision","1"
"deputy chief of mission","technology","1"
"deputy chief of mission","tourism","1"
"deputy chief of mission","trade","1"
"deputy chief personnel officer","advise and guide field units on policy matters","1"
"deputy chief personnel officer","court cases","1"
"deputy chief personnel officer","employee and labor relations","1"
"deputy chief personnel officer","grievance handling","1"
"deputy chief personnel officer","human resource planning","1"
"deputy chief personnel officer","in charge of recruitment, promotions and transfers to hq controlled cadres","1"
"deputy chief personnel officer","investigation","1"
"deputy chief personnel officer","manpower planning","1"
"deputy chief personnel officer","monitor and review the progress made by field units on key performance indicators","1"
"deputy chief personnel officer","recruitment and selection","1"
"deputy chief personnel officer","release notifications, conduct exams and document verification and release panels","1"
"deputy chief personnel officer","training and development","1"
"deputy chief personnel officer","vigilance ","1"
"deputy chief personnel officer","wages","1"
"deputy controller","1. check corectness of specification","1"
"deputy controller","analysis of profit and loss statements along with documents for verifying deduction admissible ","1"
"deputy controller of accounts"," internal audit","1"
"deputy controller of accounts","accounting","1"
"deputy controller of accounts","administration","1"
"deputy controller of accounts","budgeting","1"
"deputy controller of accounts","expenditure management","1"
"deputy controller of accounts","expenditure systems","1"
"deputy controller of accounts","pfms module:-onboarding all the states onto pfms.","1"
"deputy superintending surveyor","data management","1"
"deputy superintending surveyor","just started with job and want to learn about these and excel","1"
"district informatics officer","development of it system and solutions for e-governance solutions","1"
"district informatics officer","implementation","1"
"divisional commercial manager","heads business development unit.","1"
"divisional commercial manager","manages all revenue generating tenders","1"
"divisional commercial manager","monitoring of freight businesses","1"
"divisional commercial manager","monitoring of passenger amenities at stations","1"
"divisional commercial manager","monitoring of railway freight businesses, passenger business, business planning to augment railways earning and day to day general administration.","1"
"divisional commercial manager","pilots any new and innovative proposals ","1"
"divisional commercial manager","planning of new business & new revenues for railways","1"
"excise & taxation officer","assisting superintendent in physical verification of new registrations","1"
"excise & taxation officer","check the tax evasion and valuation","1"
"excise & taxation officer","l1/l2 supplier verification ","1"
"excise & taxation officer","preparation of reports called for by higher formations","1"
"excise & taxation officer","receiving ic from other formations and take prompt action as per superintendent ","1"
"excise & taxation officer","risky exporter verification ","1"
"excise & taxation officer","verification of refunds or rebate claims in gst and central excise","1"
"financial advisor and chief accounts officer"," evaluation of proposals","1"
"financial advisor and chief accounts officer","accounting","1"
"financial advisor and chief accounts officer","arbitration","1"
"financial advisor and chief accounts officer","budgeting","1"
"financial advisor and chief accounts officer","check the various rules on the subject to analyse and approve a proposal ","1"
"financial advisor and chief accounts officer","check various mis reports to ensure correct information ","1"
"financial advisor and chief accounts officer","costing","1"
"financial advisor and chief accounts officer","financial advice","1"
"financial advisor and chief accounts officer","financing","1"
"financial advisor and chief accounts officer","ppp","1"
"financial advisor and chief accounts officer","railways","1"
"financial advisor and chief accounts officer","tenders","1"
"financial advisor and chief accounts officer","transportation sector","1"
"hindi officer"," to conduct hindi workshop ","1"
"hindi officer"," to conduct olic meeting ","1"
"hindi officer"," to organise hindi diwas/ week/ forthnight","1"
"hindi officer"," trainings and workshops. ","1"
"hindi officer"," translation work","1"
"hindi officer","organising meetings","1"
"hindi officer","organising various hindi programees.","1"
"hindi officer","preparation and presentation of reports. ","1"
"hindi officer","to ensure implementation of official language hindi","1"
"indian police service"," policy making ","1"
"indian police service","innovation to improve efficency","1"
"indian police service","leadership","1"
"indian police service","personnel management","1"
"indian police service","personnel management ","1"
"indian police service","policing ","1"
"indian police service","process improvement","1"
"indian police service","supervision of police stations","1"
"inspecting officer","protection of govt revenue ","1"
"inspecting officer","targets","1"
"junior administrative officer"," material management","1"
"junior administrative officer","attending court hearings and furnishing minutes of the proceedings","1"
"junior administrative officer","briefing the govt. counsel about the case and providing requisite documents","1"
"junior administrative officer","defending govt. court matters","1"
"junior administrative officer","enroute trouble shooting ","1"
"junior administrative officer","generating limbs number","1"
"junior administrative officer","liaising with mol&j for engagement of govt. counsel","1"
"junior administrative officer","linen management for passengers ","1"
"junior administrative officer","maintenance quality control","1"
"junior administrative officer","manage several reports of court cases","1"
"junior administrative officer","manpower management ","1"
"junior administrative officer","obtaining legal opinion as per requirement","1"
"junior administrative officer","preparation of draft para-wise comment and getting its subsequent veting from mol&j ","1"
"junior administrative officer","providing views for implementation of court orders","1"
"junior administrative officer","watering and cleanliness of the passenger coaches ","1"
"junior engineer (civil & mechanical)"," detc ","1"
"junior engineer (civil & mechanical)","create and assign logins for secure software to all users across the state.","1"
"junior engineer (civil & mechanical)","mechanical activities","1"
"junior engineer (civil & mechanical)","production of wag-9hc ","1"
"junior engineer (civil & mechanical)","provide training on secure.","1"
"junior engineer (civil & mechanical)","resolve all issues related to secure or forward them to the national level.","1"
"junior engineer (civil & mechanical)","upload sor in secure.","1"
"junior technical officer"," cyber forensic ","1"
"junior technical officer","activity: ","1"
"junior technical officer","artificial intelligence ","1"
"junior technical officer","cyber crime","1"
"junior technical officer","ensure documenttion required for type approval","1"
"junior technical officer","facial recognition","1"
"junior technical officer","machine learning","1"
"junior technical officer","natural language processing ","1"
"junior technical officer","role: assisting senior officers in the airworthiness certification of airborne platfomrs","1"
"junior technical officer","upsc","1"
"legal officer"," inida's role in changing word order","1"
"legal officer"," legal drafting","1"
"legal officer"," lgela language","1"
"legal officer"," researching on areas where india don't have or have less presence ","1"
"legal officer","corrections in texts","1"
"legal officer","doing research and keep myself updated on the issues of international law and policy ","1"
"legal officer","keeping an eye on international developments at international ogranizations","1"
"legal officer","memorandum of understanding-vetting from national and international legal and policy perspective","1"
"legal officer","provides legal opinions","1"
"legal officer","vetting of agreements","1"
"managing director","board meeting","1"
"managing director","finance","1"
"managing director","human resources","1"
"managing director","implementation of corporate stategy","1"
"managing director","legal","1"
"managing director","management","1"
"managing director","monitoring and supervision","1"
"managing director","planning","1"
"managing director","procurement","1"
"managing director","testing","1"
"managing director","vigilance","1"
"managing director","works execution","1"
"officer"," regulatory ","1"
"officer","administrative","1"
"officer","advisory","1"
"officer","developmental","1"
"officer","diplomacy ","1"
"officer","licensing","1"
"pay and accounts officer"," nps and pension in respect of all eligible employees","1"
"pay and accounts officer"," payment of salary and all personal claims","1"
"pay and accounts officer","functioning as head of  office (cddo)","1"
"pay and accounts officer","initiating payments for all the claims and bills submitted by ddos and making payment through pfms","1"
"pay and accounts officer","maintaining gpf","1"
"pay and accounts officer","scrutinizing all the claims and bills submitted by various ddos and passing for payment","1"
"principal accountant general"," policy issues","1"
"principal accountant general","planning and monitoring","1"
"principal accountant general","prepare audit plan","1"
"principal commissioner"," legal scrutiny","1"
"principal commissioner","general administration and supervision","1"
"principal commissioner","overall supervision","1"
"principal commissioner","team activities","1"
"probationer"," monitoring","1"
"probationer"," revenue work","1"
"probationer","court","1"
"probationer","development initiatives","1"
"probationer","training at ssifs","1"
"regional director"," financial management","1"
"regional director"," remote sensing","1"
"regional director"," surveying","1"
"regional director","administration","1"
"regional director","cpp","1"
"regional director","gem","1"
"regional director","photogrammetry","1"
"regional director","tender management","1"
"regional director","verification of and approval of various  documents as per ddpmas & imtar","1"
"regional labour commissioner","1) performs conciliation between various stakeholders like employers and labour to resolve industrial disputes.","1"
"regional labour commissioner","2) enforces labour laws in the industries under the jurisdiction of the officer in central sphere.","1"
"regional labour commissioner","3) acts as a quasi-judicial authority under several labour laws.","1"
"regional labour commissioner","4) resolves public grievances specifically related to violation of labour laws. ","1"
"regional labour commissioner","5) facilitates and educates the employers and labour regarding their rights and duties.","1"
"regional labour commissioner","6) supervising the administration of the region from the regional headquarters.","1"
"regional labour commissioner","administration","1"
"regional labour commissioner","conciliation","1"
"regional labour commissioner","enforcement","1"
"research assistant","1. to do legal research on any isues arised at wto in which india is involved","1"
"research assistant","2. to study the legal documents and summarise them.","1"
"research assistant","analysis of environmental parameters ","1"
"research assistant","damage assessment","1"
"research assistant","environment sustainability ","1"
"research assistant","hazardous waste management","1"
"research assistant","planning of sewage and water treatment plant","1"
"research assistant","pollution control","1"
"research assistant","scrutiny of eia report","1"
"research scientist b","create visual representations of geospatial data using complex procedures, such as analytical modeling, three-dimensional renderings, or plot creation.","1"
"research scientist b","past work: https://umd.nic.in/gnida/map.aspx ","1"
"research scientist b","produce data layers, maps, tables, or reports, using spatial analysis procedures or geographic information systems (gis) technology, equipment, or systems","1"
"research scientist b","provide technical expertise in geographic information systems (gis) technology to clients or users.","1"
"research scientist b","research projects to improve the cashew yield and farmers' income","1"
"research scientist c"," interaction with academic institutions","1"
"research scientist c","interact with industries","1"
"research scientist c","planning r&d project activities","1"
"research scientist c","procurement of scientific equipment","1"
"research scientist c","research activities","1"
"scientific officer-c"," developing machine learning models","1"
"scientific officer-c","data analysis","1"
"scientific officer-c","delivering lectures as a faculty to trainee officers and other r&d activities in the field of ground water","1"
"scientific officer-c","research paper publication","1"
"scientific officer-d"," tropical cyclone related forecast products ","1"
"scientific officer-d","existing global/regional application as per the users requirement","1"
"scientific officer-d","keeping track of latest research and development in probabilistic forecasting","1"
"scientific officer-d","mainenance","1"
"scientific officer-d","model forecast verification","1"
"scientific officer-d","research and development","1"
"scientific officer-d","up-gradation of the operational eps and some of the related forecast products","1"
"scientist h","canopy management in cashew","1"
"scientist h","high density planting in cashew","1"
"scientist h","research  and advisory in the field of crop management  and crop improvement aspects of cashew farming.","1"
"scientist h","rootstock studies in cashew","1"
"scientist h","working on the improvement of banana through breeding","1"
"scientist sf","  science and technology  areas ","1"
"scientist sf"," frugal innovations ","1"
"scientist sf"," green technologies","1"
"scientist sf"," pursuing potential leads for further research and development towards increasing the knowledge or product/methodology development","1"
"scientist sf","assist in the policy formulation of the department and execute the policies of the department through various r&d programme","1"
"scientist sf","implementation and monitoring of following r&d programmes","1"
"scientist sf","mental well being ","1"
"scientist sf","providing assistance for policy formulation and implementing the policies of the department through  various r&d programmes","1"
"secretary"," comparing with various models and arriving at best suitable model for local condition","1"
"secretary"," conducting inquiry for disciplinary proceedings","1"
"secretary"," ensuring compliance to extant rules and procedure","1"
"secretary"," ensuring financial compliance","1"
"secretary"," ensuring last mile implementation of government schemes","1"
"secretary"," ensuring legal compliance","1"
"secretary"," ensuring proper implementation of gfr in procurement","1"
"secretary"," innovations to improve functioning and service delivery","1"
"secretary"," preparation of scheme plan and implementation ","1"
"secretary"," project appraisal and preparation ","1"
"secretary"," rationalisation of expenditure","1"
"secretary"," understating the concepts and suggesting efficient ideas","1"
"secretary","administration ","1"
"secretary","agriculture","1"
"secretary","conducting review of scheme implementation","1"
"secretary","finance","1"
"secretary","framing of new schemes","1"
"secretary","grievance redressal ","1"
"secretary","information technology","1"
"secretary","making procurement plan","1"
"secretary","management","1"
"secretary","meeting with stake holders ","1"
"secretary","policy","1"
"secretary","scrutiny of proposal from department","1"
"senior professor","training","2"
"senior professor"," approval of course content","1"
"senior professor","approval of course program","1"
"senior professor","budget","1"
"senior professor","hr","1"
"senior professor","hrm","1"
"senior professor","ir relations","1"
"senior professor","maintenance","1"
"senior professor","research","1"
"senior professor","safety and security","1"
"senior secretariat assistant","  standardize the postal equipments","1"
"senior secretariat assistant"," other regulare works","1"
"senior secretariat assistant","administer the central public procurement portal","1"
"senior secretariat assistant","all work related to administration and establishment ","1"
"senior secretariat assistant","implement the norms/act/instruction etc. laid down by the government of india for the procurement of goods and services","1"
"senior traffic inspector","punctuality","1"
"senior traffic inspector","safe operation","1"
"senior traffic inspector","safe operation of train","1"
"station manager"," incharge (it)","1"
"station manager","online applications","1"
"station manager","safe operation","1"
"station manager","station master","1"
"station manager","works programme supervisor","1"
"stenographer grade-i"," handling visitors","1"
"stenographer grade-i"," preparing orders","1"
"stenographer grade-i","attending phone calls","1"
"stenographer grade-i","keeping files records","1"
"stenographer grade-i","preparing for this objective.","1"
"stenographer grade-i","preparing letters","1"
"superintendent of police","awareness meeting ","1"
"superintendent of police","beat policing","1"
"superintendent of police","checking of drill and discipline ","1"
"superintendent of police","conducting of raid ","1"
"superintendent of police","cyber investigation","1"
"superintendent of police","leadership","1"
"superintendent of police","meeting with other stake holder","1"
"superintendent of police","proper area domination ","1"
"superintendent of police","supervision","1"
"superintendent of police","supervision of investigation and work of subordinate officers cancel","1"
"superintendent of police","traffic management ","1"
"superintendent of police","visit of crime scene and interior areas ","1"
"superintendent of police","visit of police stations and other police units  ","1"
"superintendent of police","welfare ","1"
"superintendent of police","welfare of subordinate ","1"
"tax officer","adminstrative","1"
"tax officer","communicate","1"
"tax officer","educate","1"
"tax officer","quasi-judicial function","1"
"tax officer","tax collection","1"
"tax officer","train","1"
"technical director","  designing developing and implementing egovernance solutions","1"
"technical director"," implementation","1"
"technical director"," monitoring  and training ","1"
"technical director","consultancy to govt officers w.r.t. egovernance solutions","1"
"technical director","coordination","1"
"technical director","maintaining and enhancing it solutions  to latest technology","1"
"technical director","project rollout","1"
"technical director","user interaction","1"
"technical officer b","indenting new microscope and spares","1"
"technical officer b","maintaining the instruments","1"
"technical officer b","maintenance and up gradation of fuel system test rigs and its sub systems","1"
"technical officer b","operating and imaging high end microscopes based on confocal principle","1"
"technical officer b","preparing monthly reports of usage","1"
"technical officer b","safety maintenance at work place","1"
"technical officer b","training research scholars to acquire better images","1"
"technical officer b","updation of documents related to qms","1"
"technician-skilled"," forwarding ns indents to vetting unit","1"
"technician-skilled","dealing with zbb, critical analysis of ais, keeping track of consumption in lieu of aac enhancement/reduction, nnr and heading closures.  regularly making a follow ups with all the consignee sse’s in case of queries raised by msd, gsd depots and hqs store office etc. preparing pcdo, wta statements etc","1"
"technician-skilled","non stock cos indents processing and chasing","1"
"technician-skilled","other office correspondences","1"
"trainer","capacity building","1"
"trainer","e procurement ","1"
"trainer","gem","1"
"trainer","technology","1"
"trainer","training ","1"
"account superintendent","public procurement","1"
"accountant general","in charge of audit of all central government offices in guajrat and rajasthan","1"
"additional administrator","account ","1"
"additional administrator","hr","1"
"additional administrator","man management ","1"
"additional chief administrator","administration","1"
"additional chief administrator","managment","1"
"additional collector","establishment","1"
"additional collector","managing the revenue division ","1"
"additional collector","recovery","1"
"additional controller of defence accounts ","concurrence ","1"
"additional controller of defence accounts ","examine proposals","1"
"additional director general","analysis of methods of financial management for heads of army's budget","1"
"additional director general","coordinate training with institutions like ajnifm centrad rtcs of defence accounts","1"
"additional director general","develop cost control techniques","1"
"additional director general","employment avenues in army for competencies gained in financial management","1"
"additional director general","higher education avenues for financial management training for army's hr","1"
"additional director general","integrate training with audit authorities","1"
"additional director general","liaison with iaf accounts cadre training","1"
"additional director general","locate areas of optimisation of expenditure and non utilisation for implementing course corrections ","1"
"additional director general foreign trade","day to day management ","1"
"additional director general foreign trade","file work","1"
"additional director general of police","nominations on training courses","1"
"additional director of income tax","designing a process for e-verification of information available with the income tax department. ","1"
"additional divisional medical officer","manage the hospital ","1"
"additional legal advisor","advising ","1"
"additional registrar general of india"," conceptualising methodology","1"
"additional registrar general of india","deciding the methodology for collection of data","1"
"additional registrar general of india","designing questionnaire","1"
"additional registrar general of india","designing the questionnaire","1"
"additional registrar general of india","planning logistics","1"
"additional registrar general of india","understading the field for which data is required","1"
"additional secretary"," training framework and module development ","1"
"additional secretary","coordinate the delivery of training modules ","1"
"additional secretary","coordinate the development of lifelong learning platform","1"
"additional secretary","training need analysis","1"
"additional secretary & managing director"," climate change technologies ","1"
"additional secretary & managing director","expenditure management","1"
"additional secretary & managing director","ifmis ","1"
"admin officer"," looking after leaves","1"
"admin officer"," promotions ","1"
"admin officer"," service books","1"
"admin officer","administration activities looking after recruitment activities","1"
"admin officer","cpwd civil and electrical works processing monitoring and supervision","1"
"admin officer","disciplinary cases processing","1"
"admin officer","pay fixation joining rules probation matters","1"
"admin officer","recruitment rules framing ","1"
"admin officer","rti matters","1"
"administrative assistant","ab","1"
"administrative superintendent","administration","1"
"administrative superintendent","management","1"
"administrator"," implementation","1"
"administrator","planning","1"
"administrator","policy","1"
"administrator","procurement","1"
"agriculture officer","agriculture extension advisory ","1"
"agriculture officer","agriculture marketing","1"
"agriculture officer","spices processing units inspection","1"
"agriculture officer","spices production post harvest management","1"
"ambassador","interact with local interlocutors and scout for opportunities to be converted in gains for the country","1"
"anchor","it related issues ","1"
"architect","assist the senior/chief architect in his/ her administrative and technical functions","1"
"architect","coordinate all planning activities (up to nit stage) and work in close liaison with other disciplines involved in project planning. ","1"
"architect","independently deal with building projects up to cost limits (as notified from time to time) from 'pre-planning stage' to issue of 'completion certificate' after obtaining approval from controlling officer on architectural design concept.","1"
"architect","monitor and pursue the municipal and other statutory approvals for the projects","1"
"architect","supervise and guide the junior officers/ staff under and allocate work to them and to approve the architectural design concept of the projects dealt by the deputy/ assistant architects respectively. ","1"
"architect","undertake research activities on planning/ design and construction functions research guidance, documentation of project design developed in the unit.","1"
"assistant  controller general of defence accounts"," contract management","1"
"assistant  controller general of defence accounts","budget management","1"
"assistant  controller general of defence accounts","defence finance","1"
"assistant  controller general of defence accounts","financial advisor","1"
"assistant  controller general of defence accounts","internal auditing","1"
"assistant accountant general","gad entitlement ","1"
"assistant chemist"," mechanical testing of ferrous and non-ferrous materials","1"
"assistant chemist"," repair of equipment","1"
"assistant chemist","calibration of equipment","1"
"assistant chemist","chemical testing of ferrous and non-ferrous materials","1"
"assistant chemist","imprest money management and procurement of consumables","1"
"assistant chemist","non-destructive testing of ferrous and non-ferrous materials","1"
"assistant chemist","participation in competency programmes","1"
"assistant chemist","participation in pt and ilc programmes every year","1"
"assistant chemist","purchase and condemnation of equipments","1"
"assistant chemist","training of personnel","1"
"assistant chief"," dcap and aap","1"
"assistant chief"," scaling of type and quantity of equipment","1"
"assistant chief","capital budget monitoring","1"
"assistant chief","indigenistaion ","1"
"assistant chief","integrated capability development system resulting in icdp","1"
"assistant chief","perspectice planning for three service of indian armed forces in terms of equipment inventory and technology","1"
"assistant commissioner of police"," bail reply ","1"
"assistant commissioner of police","challan preparation ","1"
"assistant commissioner of police","enquiries","1"
"assistant commissioner of police","investigation","1"
"assistant commissioner of police","training to police personnel","1"
"assistant commissioner of police","vip duties","1"
"assistant commissioner of sales tax","activity","1"
"assistant commissioner of sales tax","activity :check the books of account and balance sheet along with final account of business men during anti evasion activity or raid","1"
"assistant commissioner of sales tax","learn to manage crowd during raid in public place","1"
"assistant conservator of forest","implementation of sikkim forest act","1"
"assistant conservator of forest","joint inspection of forest land","1"
"assistant conservator of forest","marking order","1"
"assistant conservator of forest","revenue statement verification","1"
"assistant controller general of accounts","guiding technical teams in designing modules and process flows for pfms. ","1"
"assistant controller of defence accounts","accounting and payment of indian naval liabilities ","1"
"assistant controller of defence accounts","administration and grievance redressal of naval pensioners ","1"
"assistant controller of defence accounts","audit of procurement contracts of indian navy and indian coast guard","1"
"assistant controller of defence accounts","budget management ","1"
"assistant controller of defence accounts","contract management ","1"
"assistant controller of defence accounts","defence audit","1"
"assistant controller of defence accounts","defence procurement ","1"
"assistant controller of defence accounts","financial propriety and audit","1"
"assistant controller of defence accounts","public administration ","1"
"assistant controller of defence accounts","public finance and procurement ","1"
"assistant controller of defence accounts","public grievance redressal ","1"
"assistant controller of defence accounts","right to information act","1"
"assistant development commissioner","administration ","1"
"assistant development commissioner","hr","1"
"assistant development commissioner","it","1"
"assistant development commissioner","procurement ","1"
"assistant development commissioner","rti","1"
"assistant development commissioner","security ","1"
"assistant development commissioner","training ","1"
"assistant development commissioner","vigilance","1"
"assistant divisional medical officer","arranging referral services to emergency sick report ","1"
